workId,workTitle,Author,Century
L4084,Libri medicinae Sexti Placiti Papyriensis ex animalibus pecoribus et bestiis vel avibus Concordantiae,Sextus Placitus Papyriensis,
L4085,?,Gaius Pompeius Planta,CE 1
L4086,,Lucius Munatius Plancus,BCE 1
L4087,Amphitruo,Titus Maccius Plautus,BCE 3-2
L4088,Asinaria,Titus Maccius Plautus,BCE 3-2
L4089,Aulularia,Titus Maccius Plautus,BCE 3-2
L4090,Bacchides,Titus Maccius Plautus,BCE 3-2
L4091,Captivi,Titus Maccius Plautus,BCE 3-2
L4092,Casina,Titus Maccius Plautus,BCE 3-2
L4093,Cistellaria,Titus Maccius Plautus,BCE 3-2
L4094,Curculio,Titus Maccius Plautus,BCE 3-2
L4095,Epidicus,Titus Maccius Plautus,BCE 3-2
L4096,Menaechmi,Titus Maccius Plautus,BCE 3-2
L4097,Mercator,Titus Maccius Plautus,BCE 3-2
L4098,Miles Gloriosus,Titus Maccius Plautus,BCE 3-2
L4099,Mostellaria,Titus Maccius Plautus,BCE 3-2
L4100,Persa,Titus Maccius Plautus,BCE 3-2
L4101,Poenulus,Titus Maccius Plautus,BCE 3-2
L4157,Persa,argumenta Plauti comoediarum,CE 2
L4102,Pseudolus,Titus Maccius Plautus,BCE 3-2
L4103,Rudens,Titus Maccius Plautus,BCE 3-2
L4104,Stichus,Titus Maccius Plautus,BCE 3-2
L4105,Trinummus,Titus Maccius Plautus,BCE 3-2
L4106,Truculentus,Titus Maccius Plautus,BCE 3-2
L4107,Vidularia,Titus Maccius Plautus,BCE 3-2
L4108,Fragmenta,Titus Maccius Plautus,BCE 3-2
L4109,Acharisto,Titus Maccius Plautus,BCE 3-2
L4110,Addictus,Titus Maccius Plautus,BCE 3-2
L4111,Agroecus,Titus Maccius Plautus,BCE 3-2
L4112,Artemo,Titus Maccius Plautus,BCE 3-2
L4113,Astraba,Titus Maccius Plautus,BCE 3-2
L4114,Bacaria,Titus Maccius Plautus,BCE 3-2
L4115,Boeotia,Titus Maccius Plautus,BCE 3-2
L4116,Caecus Vel Praedones,Titus Maccius Plautus,BCE 3-2
L4117,Calceolus,Titus Maccius Plautus,BCE 3-2
L4118,Carbonaria,Titus Maccius Plautus,BCE 3-2
L4119,Cesisto,Titus Maccius Plautus,BCE 3-2
L4120,Colax.,Titus Maccius Plautus,BCE 3-2
L4121,Commorientes,Titus Maccius Plautus,BCE 3-2
L4122,Condalium,Titus Maccius Plautus,BCE 3-2
L4123,Cornicula,Titus Maccius Plautus,BCE 3-2
L4124,Dyscolus,Titus Maccius Plautus,BCE 3-2
L4125,Faeneratrix,Titus Maccius Plautus,BCE 3-2
L4126,Fretum,Titus Maccius Plautus,BCE 3-2
L4127,Frivolaria,Titus Maccius Plautus,BCE 3-2
L4128,Fugitivi,Titus Maccius Plautus,BCE 3-2
L4129,Gemini Lenones,Titus Maccius Plautus,BCE 3-2
L4130,Hortulus,Titus Maccius Plautus,BCE 3-2
L4131,Lipargus,Titus Maccius Plautus,BCE 3-2
L4132,Nervolaria,Titus Maccius Plautus,BCE 3-2
L4133,Pago,Titus Maccius Plautus,BCE 3-2
L4134,Parasitus Medicus,Titus Maccius Plautus,BCE 3-2
L4135,Parasitus Piger,Titus Maccius Plautus,BCE 3-2
L4136,Plocinus,Titus Maccius Plautus,BCE 3-2
L4137,Saturio,Titus Maccius Plautus,BCE 3-2
L4138,Scematicus,Titus Maccius Plautus,BCE 3-2
L4139,Sitellitergus,Titus Maccius Plautus,BCE 3-2
L4140,Trigemini,Titus Maccius Plautus,BCE 3-2
L4141,Incertae Sedis,Titus Maccius Plautus,BCE 3-2
L4142,Epitaphium,Titus Maccius Plautus,BCE 3-2
L4143,epigramma,Titus Maccius Plautus,BCE 3-2
L4144,Ardeatis templi inscriptio,Marcus Plautius,BCE 2
L4145,Amphitruo,argumenta Plauti comoediarum,CE 2
L4146,Asinaria,argumenta Plauti comoediarum,CE 2
L4147,Aulularia,argumenta Plauti comoediarum,CE 2
L4148,Captivi,argumenta Plauti comoediarum,CE 2
L4149,Casina,argumenta Plauti comoediarum,CE 2
L4150,Cistellaria,argumenta Plauti comoediarum,CE 2
L4151,Curculio,argumenta Plauti comoediarum,CE 2
L4152,Epidicus,argumenta Plauti comoediarum,CE 2
L4153,Menaechmi,argumenta Plauti comoediarum,CE 2
L4154,Mercator,argumenta Plauti comoediarum,CE 2
L4155,Miles Gloriosus,argumenta Plauti comoediarum,CE 2
L4158,Poenulus,argumenta Plauti comoediarum,CE 2
L4159,Pseudolus,argumenta Plauti comoediarum,CE 2
L4160,Rudens,argumenta Plauti comoediarum,CE 2
L4161,Stichus,argumenta Plauti comoediarum,CE 2
L4162,Trinummus,argumenta Plauti comoediarum,CE 2
L4163,Truculentus,argumenta Plauti comoediarum,CE 2
L4164,Epistulae,Gaius Plinius Caecilius Secundus,CE 1-2
L4165,Panegyricus,Gaius Plinius Caecilius Secundus,CE 1-2
L4166,Versus epistulis inserta,Gaius Plinius Caecilius Secundus,CE 1-2
L4167,De Medicina,Plinius Secundus Iunior Ps.,CE 4
L4168,Naturalis Historia,Gaius Plinius Secundus,CE 1
L4169,Dubius Sermo,Gaius Plinius Secundus,CE 1
L4170,Dubia,Gaius Plinius Secundus,CE 1
L4171,Incertae Sedis,Gaius Plinius Secundus,CE 1
L4172,De Vita Pomponii Secundi,Gaius Plinius Secundus,CE 1
L4173,Bella Germaniae,Gaius Plinius Secundus,CE 1
L4174,A Fine Aufidi Bassi,Gaius Plinius Secundus,CE 1
L4175,De Medicina,Plinius Valerianus,CE 6/7
L4176,Carmina,Gaius Asinius Pollio,BCE 1
L4177,carminis fragmentum,Gaius Asinius Pollio,BCE 1
L4178,Orationes,Gaius Asinius Pollio,BCE 1
L4179,Pro L. Aelio Lamia,Gaius Asinius Pollio,BCE 1
L4180,Pro M. Aemilio Scauro,Gaius Asinius Pollio,BCE 1
L4181,Pro Liburnia,Gaius Asinius Pollio,BCE 1
L4182,Pro Urbaniae Heredibus,Gaius Asinius Pollio,BCE 1
L4183,Contra Maledicta Antonii,Gaius Asinius Pollio,BCE 1
L4184,In Valerium,Gaius Asinius Pollio,BCE 1
L4185,Incertae Sedis,Gaius Asinius Pollio,BCE 1
L4186,Grammatica,Gaius Asinius Pollio,BCE 1
L4187,Historiae,Gaius Asinius Pollio,BCE 1
L4188,,Polemius Silvius,CE 5
L4189,Kalendarium antiquum,Polemeus Sylvius,CE 5
L4190,Versus Ad Gratiam Domini,Pomponius,CE 4/5
L4191,De Vita Contemplativa,Iulianus Pomerius,CE 5
L4192,Commentum Artis Donati / In Artem Donati,Pompeius Maurus,
L4193,Oratio,Quintus Pompeius Q.f.A.n. Rufus,
L4194,Epigramma,Pompilius,
L4195,Tragoedia,Pompilius,
L4196,,Marcus Pompilius Andronicus,BCE 2-1
L4197,Liber Regularum,Sextus Pomponius,CE 2
L4198,Liber Singularis Enchiridii,Sextus Pomponius,CE 2
L4199,Enchiridii,Sextus Pomponius,CE 2
L4200,Ad Sabinum,Sextus Pomponius,CE 2
L4201,Fideicommissorum,Sextus Pomponius,CE 2
L4202,Ad Plautium,Sextus Pomponius,CE 2
L4203,Variarum Lectionum,Sextus Pomponius,CE 2
L4204,Ad Quintum Mucium,Sextus Pomponius,CE 2
L4205,Epistularum,Sextus Pomponius,CE 2
L4206,De Senatusconsultis,Sextus Pomponius,CE 2
L4207,Atellanae,Lucius Pomponius Bononiensis,BCE 2-1
L4208,Incertae Sedis,Lucius Pomponius Bononiensis,BCE 2-1
L4209,Adelphi,Lucius Pomponius Bononiensis,BCE 2-1
L4210,Aeditumus,Lucius Pomponius Bononiensis,BCE 2-1
L4211,Agamemno Suppositus,Lucius Pomponius Bononiensis,BCE 2-1
L4212,Aleones,Lucius Pomponius Bononiensis,BCE 2-1
L4213,Anulus Posterior,Lucius Pomponius Bononiensis,BCE 2-1
L4214,Armorum Iudicum,Lucius Pomponius Bononiensis,BCE 2-1
L4215,Aruspex Vel Pexor Rusticus,Lucius Pomponius Bononiensis,BCE 2-1
L4216,Asina,Lucius Pomponius Bononiensis,BCE 2-1
L4217,Auctoratus,Lucius Pomponius Bononiensis,BCE 2-1
L4218,Bucco Auctoratus,Lucius Pomponius Bononiensis,BCE 2-1
L4219,Augur,Lucius Pomponius Bononiensis,BCE 2-1
L4220,Bucco Adoptatus,Lucius Pomponius Bononiensis,BCE 2-1
L4221,Campani,Lucius Pomponius Bononiensis,BCE 2-1
L4222,Capella,Lucius Pomponius Bononiensis,BCE 2-1
L4223,Citharista,Lucius Pomponius Bononiensis,BCE 2-1
L4224,Collegium,Lucius Pomponius Bononiensis,BCE 2-1
L4225,Concha,Lucius Pomponius Bononiensis,BCE 2-1
L4226,Condiciones,Lucius Pomponius Bononiensis,BCE 2-1
L4227,Cretula Vel Petitor,Lucius Pomponius Bononiensis,BCE 2-1
L4228,Decuma,Lucius Pomponius Bononiensis,BCE 2-1
L4229,Decuma Fullonis,Lucius Pomponius Bononiensis,BCE 2-1
L4230,Dives,Lucius Pomponius Bononiensis,BCE 2-1
L4231,Dotata,Lucius Pomponius Bononiensis,BCE 2-1
L4232,Dotalis,Lucius Pomponius Bononiensis,BCE 2-1
L4233,Ergastilus,Lucius Pomponius Bononiensis,BCE 2-1
L4234,Fullones,Lucius Pomponius Bononiensis,BCE 2-1
L4235,Galli Transalpini,Lucius Pomponius Bononiensis,BCE 2-1
L4236,Hirnea Pappi,Lucius Pomponius Bononiensis,BCE 2-1
L4237,Kalendae Martiae,Lucius Pomponius Bononiensis,BCE 2-1
L4238,Lar Familaris,Lucius Pomponius Bononiensis,BCE 2-1
L4239,Leno,Lucius Pomponius Bononiensis,BCE 2-1
L4240,Maccus,Lucius Pomponius Bononiensis,BCE 2-1
L4241,Macci Gemini,Lucius Pomponius Bononiensis,BCE 2-1
L4242,Macci Gemini Priores,Lucius Pomponius Bononiensis,BCE 2-1
L4243,Maccus Miles,Lucius Pomponius Bononiensis,BCE 2-1
L4244,Maccus Sequester,Lucius Pomponius Bononiensis,BCE 2-1
L4245,Maccus Virgo,Lucius Pomponius Bononiensis,BCE 2-1
L4246,Mevia,Lucius Pomponius Bononiensis,BCE 2-1
L4247,Maialis,Lucius Pomponius Bononiensis,BCE 2-1
L4248,Medicus,Lucius Pomponius Bononiensis,BCE 2-1
L4249,Mundia,Lucius Pomponius Bononiensis,BCE 2-1
L4250,Nuptiae,Lucius Pomponius Bononiensis,BCE 2-1
L4251,Pannuceati,Lucius Pomponius Bononiensis,BCE 2-1
L4252,Pappus Agricola,Lucius Pomponius Bononiensis,BCE 2-1
L4253,Pappus Praeteritus,Lucius Pomponius Bononiensis,BCE 2-1
L4254,Parci,Lucius Pomponius Bononiensis,BCE 2-1
L4255,Patrus,Lucius Pomponius Bononiensis,BCE 2-1
L4256,Philosophia,Lucius Pomponius Bononiensis,BCE 2-1
L4257,Pictores,Lucius Pomponius Bononiensis,BCE 2-1
L4258,Piscatores,Lucius Pomponius Bononiensis,BCE 2-1
L4259,Pistor,Lucius Pomponius Bononiensis,BCE 2-1
L4260,Placenta,Lucius Pomponius Bononiensis,BCE 2-1
L4261,Porcetra,Lucius Pomponius Bononiensis,BCE 2-1
L4262,Praeco Posterior,Lucius Pomponius Bononiensis,BCE 2-1
L4263,Praefectus Morum,Lucius Pomponius Bononiensis,BCE 2-1
L4264,Prostibulum,Lucius Pomponius Bononiensis,BCE 2-1
L4265,Pytho Gorgonius,Lucius Pomponius Bononiensis,BCE 2-1
L4266,Quinquartus,Lucius Pomponius Bononiensis,BCE 2-1
L4267,Rusticus,Lucius Pomponius Bononiensis,BCE 2-1
L4268,Sarcularia,Lucius Pomponius Bononiensis,BCE 2-1
L4269,Satura,Lucius Pomponius Bononiensis,BCE 2-1
L4270,Sponsa Pappi,Lucius Pomponius Bononiensis,BCE 2-1
L4271,Synphebi,Lucius Pomponius Bononiensis,BCE 2-1
L4272,Syri,Lucius Pomponius Bononiensis,BCE 2-1
L4273,Vacca Vel Marsuppium,Lucius Pomponius Bononiensis,BCE 2-1
L4274,Verniones,Lucius Pomponius Bononiensis,BCE 2-1
L4275,Verres Aegrotus,Lucius Pomponius Bononiensis,BCE 2-1
L4276,Verres Salvos,Lucius Pomponius Bononiensis,BCE 2-1
L4277,,Pomponius Lenaeus,BCE 1
L4278,,Marcus Pomponius Marcellus/Porcellus,CE 1
L4279,Carmina,Ponnanus,CE 5/6
L4280,Vita et passione Cypriani,Pontius diaconus,CE 3
L4281,Acta Cypriani,Pontius diaconus,CE 3
L4282,Epistola ad Iustinianum,Pontianus Africanus,CE 6
L4283,Carmina,Porcius Licinus,BCE 2
L4284,Grammatica,Porcius Licinus,BCE 2
L4285,,Porcellus,BCE 1-CE 1
L4286,Comentum in Horati Carmina,Pomponius Porphyrio,CE 3
L4287,Coment. in Hor. Artem Poet.,Pomponius Porphyrio,CE 3
L4288,Coment. in Hor. Carm. Saec.,Pomponius Porphyrio,CE 3
L4289,Comentum in Horati Epodos,Pomponius Porphyrio,CE 3
L4290,Comentum in Horati Sermones,Pomponius Porphyrio,CE 3
L4291,Comentum in Horati Epistulas,Pomponius Porphyrio,CE 3
L4292,Vita Horati,Pomponius Porphyrio,CE 3
L4293,Epistola ad Constantinum,Porphyrius Optantianus,CE 4
L4294,Panegyricus,Porphyrius Optantianus,CE 4
L4295,Versus Anacylices,Porphyrius Optantianus,CE 4
L4296,Indiculus-librorum-tractatuum-et-epistolarum-S.-Augustini,Possidius Calamensis,CE 5
L4297,Vita Sancti Aurelii Augustini Hipponensis Episcopi,Possidius Calamensis,CE 5
L4298,Operum Sancti Augustini elenchus,Possidius Calamensis,CE 5
L4299,Annales,Aulus Postumius Albinus,BCE 2-1
L4300,Postulationes iii de reconciliandis peccatoribus,Postulationes iii de reconciliandis peccatoribus,CE 5
L4301,Tractatus De Lazaro,Potamius Episcopus Olisiponensis,CE 4
L4302,Epistula ad Athanasium,Potamius Episcopus Olisiponensis,CE 4
L4303,De martyrio Esaiae prophetae,Potamius Episcopus Olisiponensis,CE 4
L4304,Epistula de substantia Patris et Filii et Spiritus sancti,Potamius Episcopus Olisiponensis,CE 4
L4305,Fragmentum epistulae,Potamius Episcopus Olisiponensis,CE 4
L4306,Fragmentum epistulae Athanasii ad Potamium,Potamius Episcopus Olisiponensis,CE 4
L4307,precatio omnium herbarum,anonymous,
L4308,Precatio Terrae,Precatio Terrae,
L4309,precatio Terrae matris,anonymous,
L4310,Priapea,carmina Priapea,
L4311,Praefatio,Primasius Adrumetanensis,CE 6
L4312,Commentaria in epistolas S. Pauli,Primasius Adrumetanensis,CE 6
L4313,Commentaria in Apocalypsim,Primasius Adrumetanensis,CE 6
L4314,Ars Grammatica,Umbrius Primus,CE 2
L4315,Institutio de Arte Grammatica,Priscianus Caesariensis,CE 5-6
L4316,Institutio de Nomine,Priscianus Caesariensis,CE 5-6
L4317,Institutiones,Priscianus Caesariensis,CE 5-6
L4318,Libri Minores,Priscianus Caesariensis,CE 5-6
L4319,Partitiones,Priscianus Caesariensis,CE 5-6
L4320,De Accentibus,Priscianus Caesariensis,CE 5-6
L4321,perihegesis,Priscianus Caesariensis,CE 5-6
L4322,carmen in laudem Anastasii imperatoris,Priscianus Caesariensis,CE 5-6
L4323,carminis fragmentum,Priscianus Caesariensis,CE 5-6
L4324,Praeexercitamina,Priscianus Caesariensis,CE 5-6
L4325,Metaphrasis in Theophrastum,Priscianus Lydus,CE 6
L4326,Solutiones Eorum de Quibus Dubitavit Chosroes Persarum Rex,Priscianus Lydus,CE 6
L4327,praeceptum,Priscillianista quidam,
L4328,Canones (In Pauli Apostoli Epistula Canones A Peregrino Episcopo),Priscillianus,CE 4
L4329,Tractatus Undecim,Priscillianus,CE 4
L4330,Vita Persii,Marcus Valerius Probus,CE 1
L4331,De Notis Iuris,Marcus Valerius Probus,CE 1
L4332,Fragmenta,Marcus Valerius Probus,CE 1
L4333,Fragmenta Grammatica,Marcus Valerius Probus,CE 1
L4334,Ad Sallustium,Marcus Valerius Probus,CE 1
L4335,Ad Vergilium,Marcus Valerius Probus,CE 1
L4336,Ad Terentium,Marcus Valerius Probus,CE 1
L4337,De Ultimis Syllabis / Auctor ad Caelestinum,Marcus Valerius Probus,CE 1
L4338,Vita Vergilii,Marcus Valerius Probus,CE 1
L4339,De Nomine,Marcus Valerius Probus,CE 1
L4340,De Catholicis,Marcus Valerius Probus,CE 1
L4341,Instituta Artium,Marcus Valerius Probus,CE 1
L4342,Vita Vergilii,Probus (Ps.),
L4343,Appendix,Marcus Valerius Probus (Ps.),
L4344,de ultimis syllabis praefatio ,Probus Ps.,CE 4-5
L4345,Fragmenta,Procilius,BCE 1
L4346,Notae (scripturae Labeonis),Proculus,CE 1
L4347,Acta Iohannis,Prochorus,
L4348,Prooemium,Anonymous,
L4349,Elegiae,Sextus Propertius,BCE 1
L4350,Monobliblos,Sextus Propertius,BCE 1
L4351,Versus ad epitomen commentariorum Augustini,Prosper (Tiro) Aquitanus / Walafridi Strabonis,CE 5/9
L4352,De vocatione omnium gentium,Prosper Aquitanus,CE 5
L4353,Anathematismata et Fidei Catholicae Professio,Prosper Aquitanus,CE 5
L4354,Commonitorium Quomodo Sit Agendum Cum Manicheis Qui Confitentur Pravitatem Huius Nefandi Erroris,Prosper Aquitanus,CE 5
L4355,Confessio,Prosper Aquitanus,CE 5
L4356,Contra Collatorem,Prosper Aquitanus,CE 5
L4357,De Duobus Testibus,Prosper Aquitanus,CE 5
L4358,De Gratia Dei et Libero Arbitrio contra Collatorem,Prosper Aquitanus,CE 5
L4359,De Ingratis,Prosper Aquitanus,CE 5
L4360,De Praedictionibus et Promissionibus Dei,Prosper Aquitanus,CE 5
L4361,De Providentia Divina,Prosper Aquitanus,CE 5
L4362,De Vita Contemplativa,Prosper Aquitanus,CE 5
L4363,Epigrammata ex sententiis S. Augustini,Prosper Aquitanus,CE 5
L4364,Epistula ex Corpore Augustiniano,Prosper Aquitanus,CE 5
L4365,Epistula ad Demetriadem seu tractatus humilitate,Prosper Aquitanus,CE 5
L4366,Epistulae,Prosper Aquitanus,CE 5
L4367,Epistula ad Rufinum de gratia et libero arbitrio,Prosper Aquitanus,CE 5
L4368,Epitaphium Nestorianae et Pelagianae Hareseon,Prosper Aquitanus,CE 5
L4369,Epitome Chronicon,Prosper Aquitanus,CE 5
L4370,Chronicum Integrum,Prosper Aquitanus,CE 5
L4371,Expositio Psalmorum a centesimo usque ad centesimum quinquagesimum,Prosper Aquitanus,CE 5
L4372,Poema Mariti ad Coniugen,Prosper Aquitanus,CE 5
L4373,Epistola ad Augustinum,Prosper Aquitanus,CE 5
L4374,Pro Augustino Responsiones ad Excerpta Genuesium,Prosper Aquitanus,CE 5
L4375,Responsiones ad Capitula Obiectionum Gallorum calumniantium,Prosper Aquitanus,CE 5
L4376,Responsiones ad Capitula Obiectionum Vincentianarum,Prosper Aquitanus,CE 5
L4377,Sententiae ex operibus S. Augustini,Prosper Aquitanus,CE 5
L4378,De Ingratis,Prosper Aquitanus,CE 5
L4379,carmen de ingratis argumentum,Prosper Aquitanus,CE 5
L4380,Fragmentum de duobus testibus de Enoc et Helia,Prosper Aquitanus,CE 5
L4381,Sortes Sangallenses,Prosper Aquitanus,CE 5
L4382,Varii Anathematismi et Fidei Professio,Prosper ex Manichaeo Catholicus,CE 6
L4383,Epistola-CCXXV,Prosper Aquitanus,CE 5
L4384,Epistola-CCXXV,Prosper Aquitanus,CE 5
L4385,De gratia et libero arbitrio,Prosper Aquitanus,CE 5
L4386,Responsiones ad capitula Gallorum,Prosper Aquitanus,CE 5
L4387,Responsiones ad excerpta Genuensium,Prosper Aquitanus,CE 5
L4388,Responsiones ad objectiones Vincentianas,Prosper Aquitanus,CE 5
L4389,Sententiae delibatae ex Augustino,Prosper Aquitanus,CE 5
L4390,Contra Collatorem,Prosper Aquitanus,CE 5
L4391,Epigramma in obtrectatorem Augustini,Prosper Aquitanus,CE 5
L4392,Epigramma alterum in obtrectatorem Augustini,Prosper Aquitanus,CE 5
L4393,Praeteritorum Sedis Apostolicae episcoporum auctoritates de gratia Dei et libero uoluntatis arbitrio,Prosper Aquitanus,CE 5
L4394,Carmen de providentia Dei,Prosper Ps.,CE 5
L4395,Confessio,Prosper Ps.,CE 5
L4396,Poema coniugis ad uxorem,Prosper Ps.,CE 5
L4397,Chronicon alterum sive Pseudochronicon,Prosper Ps.,CE 5
L4398,Prosperi anathematismata seu Capitula S. Augustini quae debeant publica voce relegere et manu propria subscribere in quibus suspicio est quod Manichaei sunt,Prosper Ps.,CE 5
L4399,Liturgia,Protadius Vesuntinus,CE 7
L4400,Protevangelium Iacobi,Protevangelium Iacobi,
L4401,Psychomachia,Aurelius Clemens Prudentius,CE 4
L4402,Contra Symmachum,Aurelius Clemens Prudentius,CE 4
L4403,contra Symmachum praefationes,Aurelius Clemens Prudentius,CE 4
L4404,Peristephanon,Aurelius Clemens Prudentius,CE 4
L4405,Dittochaeum,Aurelius Clemens Prudentius,CE 4
L4406,Carmina,Aurelius Clemens Prudentius,CE 4
L4407,Praefatio operum,Aurelius Clemens Prudentius,CE 4
L4408,Hamartigenia,Aurelius Clemens Prudentius,CE 4
L4409,Epilogus,Aurelius Clemens Prudentius,CE 4
L4410,Apotheosis,Aurelius Clemens Prudentius,CE 4
L4411,Cathemerinon,Aurelius Clemens Prudentius,CE 4
L4412,De opusculis suis,Aurelius Clemens Prudentius,CE 4
L4413,Glossemata de Prudentio,Aurelius Clemens Prudentius,CE 4
L4467,Declamationes Maiores [sp.],Marcus Fabius Quintilianus,CE 1
L4468,De Causis Corruptae Eloquentiae,Marcus Fabius Quintilianus,CE 1
L4414,[Epistola XV seu Damasi Symbolum],Ps. [Augustinus / Damasus / Fulgentius / Gregorius Illiberitanus / Hieronymus],
L4415,ad amicum aegrotum,Maximus Episcopus Taurinensis II Ps.,CE 5
L4416,epigramma ap. Don. u. Verg.,ps.-C. Sulpicius Apollinaris grammaticus,CE 2
L4417,Vita S. Hieronymi,Ps. Sebastiano Casinensi,
L4418,De spectaculis,Pseudo Cyprianus,CE 3
L4419,De laude martyrii,Pseudo Cyprianus,CE 3
L4420,spuriorum appendix,ps.-Venantius Honorius Clementianus Fortunatus,CE 6
L4421,Hymni,Pseudo Marius Victorinus,
L4422,De physicis,Pseudo Marius Victorinus,
L4423,sententiae appendix,ps.-Publilius Syrus,BCE 1
L4424,sententiae Balbi,ps.-Publilius Syrus,BCE 1
L4425,Octavia,Ps.-Lucius Annaeus Seneca Iunior,CE 1
L4426,argumenta Thebaidos,ps.-Publius Papinius Statius,
L4427,,,
L4428,Tertullianus *ignoti uersus ap. Tert. apol. 25 8 1,ps.-Quintus Septimius Florens Tertullianus,CE 2
L4429,Tertullianus *ignoti uersus ap. Tert. apol. 25 8 2,ps.-Quintus Septimius Florens Tertullianus,CE 2
L4430,Tertullianus *carmen aduersus Marcionem 1,ps.-Quintus Septimius Florens Tertullianus,CE 2
L4431,Tertullianus *carmen aduersus Marcionem 2,ps.-Quintus Septimius Florens Tertullianus,CE 2
L4432,Tertullianus *carmen aduersus Marcionem 3,ps.-Quintus Septimius Florens Tertullianus,CE 2
L4433,Tertullianus *carmen aduersus Marcionem 4,ps.-Quintus Septimius Florens Tertullianus,CE 2
L4434,Tertullianus *carmen aduersus Marcionem 5,ps.-Quintus Septimius Florens Tertullianus,CE 2
L4435,*epitaphium,ps.-Publius Vergilius Maro,BCE 1
L4436,*uersus Aeneidos libro primo praemissi,ps.-Publius Vergilius Maro,BCE 1
L4437,Commentum de agrrorum qualitate,Agennius Vrbicus (Ps.),CE 6
L4438,Commentum de controversiis,Agennius Vrbicus (Ps.),CE 6
L4439,De Caesaribus,Aurelius Victor Ps.,CE 4
L4440,De Viribus Illustribus,Aurelius Victor Ps.,CE 4
L4441,Origo Gentis Romanae,Aurelius Victor Ps.,CE 4
L4442,In. M. Tullium Ciceronem [sp.] / Invectiva in Ciceronem,Pseudo-Sallust,CE 1
L4443,Ad Caesarem de Re Publ. [sp.] / Epistulae ad Caesarem Senem de Republica,Pseudo-Sallust,CE 1
L4444,Epistula Pseudo-Titi,Titus,
L4445,Sententiae,Publilius Syrus,BCE 1
L4446,Mimi,Publilius Syrus,BCE 1
L4447,Descritio Urbis Romae,Publius Victor,CE 4
L4448,Commentarii de Pugna Philippensi,Publius Volumnius,BCE 1
L4449,Versus Pupio Attributi,Pupius (?),
L4450,epigramma,Pupius (?),
L4451,carminis fragmentum,Quintus Tullius Cicero Marci frater,BCE 1
L4452,Commentariolum Petitionis,Quintus Tullius Cicero Marci frater,BCE 1
L4453,Glaucus,Cornificius Quintus,BCE 1
L4454,carminum fragmenta,Cornificius Quintus,BCE 1
L4455,Ludicra,Quintus Cornificius,
L4456,Incertae Sedis,Quintus Cornificius,
L4457,Oratio,Quintus Pompeius Q.f.Q.n. Rufus,
L4458,Iurisprudentia fragmenta,Quintus Mucius Scaevola [pontifex],BCE 2-1
L4459,Oron (Definitiones),Quintus Mucius Scaevola [pontifex],BCE 2-1
L4460,Annales,Quintus Claudius Quadrigarius,BCE 1
L4461,Incertae Sedis,Quintus Claudius Quadrigarius,BCE 1
L4462,Quaestiones Bartholomaei,Quaestiones Bartholomaei,
L4463,Querolus,Anonymous,CE 5
L4464,Orationes,Lucius Quinctius,BCE 1
L4465,Institutio Oratoria,Marcus Fabius Quintilianus,CE 1
L4466,Declamationes Minores,Marcus Fabius Quintilianus,CE 1
L4469,Epistulae,Quodvultdeus,CE 5
L4470,Sermo 1 de symbolo 1,Quodvultdeus,CE 5
L4471,Sermo 2 de symbolo 2,Quodvultdeus,CE 5
L4472,Sermo 4 de symbolo 3,Quodvultdeus,CE 5
L4473,Sermo 4 contra Iudaeos paganos et Arianos,Quodvultdeus,CE 5
L4474,Sermo 5 de cantico novo,Quodvultdeus,CE 5
L4475,Sermo 6 de [ultima] quarta feria,Quodvultdeus,CE 5
L4476,Sermo 7 de cataclysmo,Quodvultdeus,CE 5
L4477,Sermo 8 de accedentibus ad gratiam1,Quodvultdeus,CE 5
L4478,Sermo 9 de accedentibus ad gratiam 2,Quodvultdeus,CE 5
L4479,Sermo 10 adversus quinque haereses,Quodvultdeus,CE 5
L4480,Sermo 11 de tempore barbarico 1,Quodvultdeus,CE 5
L4481,Sermo 12 de tempore barbarico 2,Quodvultdeus,CE 5
L4482,Sermo de dominica oratione,Quodvultdeus,CE 5
L4483,Sermo de Sanctis Perpetua et Felicitate,Quodvultdeus,CE 5
L4484,Sermo sancti Augustini de Evangelio ubi Dominus de aqua vinum fecit,Quodvultdeus,CE 5
L4485,Sermo in natali Domini,Quodvultdeus,CE 5
L4486,De eunucho regni caelorum,Quodvultdeus,CE 5
L4487,De dilectione Dei ac proximi,Quodvultdeus,CE 5
L4488,Sermo sancti Augustini,Quodvultdeus,CE 5
L4489,De ove perdita,Quodvultdeus,CE 5
L4490,De centuplo,Quodvultdeus,CE 5
L4491,De muliere Samaritana,Quodvultdeus,CE 5
L4492,De regulo,Quodvultdeus,CE 5
L4493,Item de eodem,Quodvultdeus,CE 5
L4494,De Promissionibus et Praedicationibus Dei,Quodvultdeus,CE 5
L4495,Carmina,Rabirius,BCE 1
L4496,de bello Aegiptiaco,Rabirius,BCE 1
L4497,Testamentum,Radegundis Regina Francorum,CE 6
L4498,Edictum,Reccaredus Visigothorum,CE 6
L4499,Refutatio quorundam Nestorii dictorum,Refutatio quorundam Nestorii dictorum,
L4500,Carmina,Regianus,CE 5/6
L4501,Regula Cuiusdam Patris,Auctor Incertus,
L4502,Regula Tarnatensis,Auctor Incertus,
L4503,De Ponderibus et Mensuris,Remmius Favinus,
L4504,Testamentum,Remigius Rhemensis,CE 6
L4505,Opuscula,Remigius Rhemensis,CE 6
